date,last_update,confirmed,confirmed_diff,deaths,deaths_diff,recovered,recovered_diff,active,active_diff,fatality_rate
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
2022-01-01,2022-01-02 04:20:52,54859966,115984,825816,280,0,0,54034150,115704,0.0151
