date,last_update,confirmed,confirmed_diff,deaths,deaths_diff,recovered,recovered_diff,active,active_diff,fatality_rate
2022-11-11,2022-11-12 04:20:41,97990681,13324,1074524,39,0,0,96916157,13285,0.011
2022-11-12,2022-11-13 04:21:14,97995355,4674,1074484,-40,0,0,96920871,4714,0.011
2022-11-13,2022-11-14 04:21:09,97997389,2034,1074485,1,0,0,96922904,2033,0.011
2022-11-14,2022-11-15 04:21:16,98045358,47969,1074688,203,0,0,96970670,47766,0.011
2022-11-15,2022-11-16 04:21:09,98086072,40714,1075088,400,0,0,97010984,40314,0.011
2022-11-16,2022-11-17 04:21:11,98175726,89654,1075951,863,0,0,97099775,88791,0.011
2022-11-17,2022-11-18 04:21:15,98245940,70214,1076492,541,0,0,97169448,69673,0.011
2022-11-18,2022-11-19 04:21:14,98301472,55532,1077020,528,0,0,97224452,55004,0.011
2022-11-19,2022-11-20 04:21:08,98305722,4250,1077031,11,0,0,97228691,4239,0.011
2022-11-20,2022-11-21 04:21:05,98308990,3268,1077031,0,0,0,97231959,3268,0.011
2022-11-21,2022-11-22 04:20:47,98351547,42557,1077225,194,0,0,97274322,42363,0.011
2022-11-22,2022-11-23 04:21:06,98386225,34678,1077777,552,0,0,97308448,34126,0.011
2022-11-23,2022-11-24 04:21:09,98503462,117237,1078929,1152,0,0,97424533,116085,0.011
2022-11-24,2022-11-25 04:21:06,98538245,34783,1079052,123,0,0,97459193,34660,0.011
2022-11-25,2022-11-26 04:21:11,98562304,24059,1079196,144,0,0,97483108,23915,0.0109
2022-11-26,2022-11-27 04:21:05,98564494,2190,1079197,1,0,0,97485297,2189,0.0109
2022-11-27,2022-11-28 04:21:02,98568849,4355,1079197,0,0,0,97489652,4355,0.0109
2022-11-28,2022-11-29 04:21:05,98628566,59717,1079477,280,0,0,97549089,59437,0.0109
2022-11-29,2022-11-30 04:21:07,98673988,45422,1079870,393,0,0,97594118,45029,0.0109
2022-11-30,2022-12-01 04:21:03,98788140,114152,1080444,574,0,0,97707696,113578,0.0109
2022-12-01,2022-12-02 04:21:07,98923115,134975,1081147,703,0,0,97841968,134272,0.0109
2022-12-02,2022-12-03 04:21:02,98962019,38904,1081412,265,0,0,97880607,38639,0.0109
2022-12-03,2022-12-04 04:20:56,98967906,5887,1081431,19,0,0,97886475,5868,0.0109
2022-12-04,2022-12-05 04:20:58,98972375,4469,1081431,0,0,0,97890944,4469,0.0109
2022-12-05,2022-12-06 04:21:03,99023619,51244,1081638,207,0,0,97941981,51037,0.0109
2022-12-06,2022-12-07 04:20:58,99077996,54377,1082224,586,0,0,97995772,53791,0.0109
2022-12-07,2022-12-08 04:21:07,99230740,152744,1083362,1138,0,0,98147378,151606,0.0109
2022-12-08,2022-12-09 04:21:05,99365270,134530,1084236,874,0,0,98281034,133656,0.0109
2022-12-09,2022-12-10 04:21:02,99402420,37150,1084422,186,0,0,98317998,36964,0.0109
2022-12-10,2022-12-11 04:20:50,99408565,6145,1084439,17,0,0,98324126,6128,0.0109
2022-12-11,2022-12-12 04:21:01,99413504,4939,1084439,0,0,0,98329065,4939,0.0109
2022-12-12,2022-12-13 04:21:01,99470198,56694,1084651,212,0,0,98385547,56482,0.0109
2022-12-13,2022-12-14 04:21:04,99526290,56092,1085224,573,0,0,98441066,55519,0.0109
2022-12-14,2022-12-15 04:20:58,99682155,155865,1086199,975,0,0,98595956,154890,0.0109
2022-12-15,2022-12-16 04:21:01,99826698,144543,1087013,814,0,0,98739685,143729,0.0109
2022-12-16,2022-12-17 04:21:04,99881898,55200,1087398,385,0,0,98794500,54815,0.0109
2022-12-17,2022-12-18 04:21:03,99887614,5716,1087410,12,0,0,98800204,5704,0.0109
2022-12-18,2022-12-19 04:21:03,99892513,4899,1087410,0,0,0,98805103,4899,0.0109
2022-12-19,2022-12-20 04:21:04,99950486,57973,1087672,262,0,0,98862814,57711,0.0109
2022-12-20,2022-12-21 04:21:03,100003814,53328,1088236,564,0,0,98915578,52764,0.0109
2022-12-21,2022-12-22 04:20:56,100184506,180692,1089340,1104,0,0,99095166,179588,0.0109
2022-12-22,2022-12-23 04:21:04,100303927,119421,1090014,674,0,0,99213913,118747,0.0109
2022-12-23,2022-12-24 04:21:02,100365943,62016,1090200,186,0,0,99275743,61830,0.0109
2022-12-24,2022-12-25 04:21:04,100371552,5609,1090204,4,0,0,99281348,5605,0.0109
2022-12-25,2022-12-26 04:21:06,100374019,2467,1090204,0,0,0,99283815,2467,0.0109
2022-12-26,2022-12-27 04:21:07,100384972,10953,1090218,14,0,0,99294754,10939,0.0109
2022-12-27,2022-12-28 04:21:04,100469001,84029,1090561,343,0,0,99378440,83686,0.0109
2022-12-28,2022-12-29 04:21:01,100582834,113833,1091474,913,0,0,99491360,112920,0.0109
2022-12-29,2022-12-30 04:21:04,100706571,123737,1092456,982,0,0,99614115,122755,0.0108
2022-12-30,2022-12-31 04:20:54,100743442,36871,1092661,205,0,0,99650781,36666,0.0108
2022-12-31,2023-01-01 04:21:00,100749731,6289,1092674,13,0,0,99657057,6276,0.0108
